,subj,prop,obj,defdomain,defrange
0,Imperial_College_London,affiliation,Association_of_MBAs,,
1,Imperial_College_London,affiliation,League_of_European_Research_Universities,,
2,Imperial_College_London,affiliation,Russell_Group,,
3,Imperial_College_London,affiliation,Association_of_Commonwealth_Universities,,
4,Imperial_College_London,affiliation,Golden_triangle_(universities),,
5,Imperial_College_London,affiliation,European_University_Association,,
6,Imperial_College_London,affiliation,Global_Alliance_of_Technological_Universities,,
7,Imperial_College_London,containedInPlace,London,None,None
8,Imperial_College_London,addressCountry,United_Kingdom,,
9,Imperial_College_London,containedInPlace,London,None,None
10,Imperial_College_London,addressCountry,United_Kingdom,,
11,Imperial_College_London,founder,Edward_VII,None,None
12,Imperial_College_London,location,Silwood_Park,None,None
13,Imperial_College_London,memberOf,World_Wide_Web_Consortium,None,None
14,Imperial_College_London,memberOf,European_University_Association,None,None
15,Imperial_College_London,memberOf,Oak_Ridge_Associated_Universities,None,None
16,Imperial_College_London,memberOf,Russell_Group,None,None
17,Imperial_College_London,containedInPlace,Silwood_Park,None,None
18,Imperial_College_London,subOrganization,Imperial_College_Faculty_of_Engineering,,
19,Imperial_College_London,subOrganization,Imperial_College_Business_School,,
20,Imperial_College_London,subOrganization,Blackett_Laboratory,,
