,subj,prop,obj,defdomain,defrange
0,Harvard_University,containedInPlace,"Cambridge,_Massachusetts",,
1,Harvard_University,containedInPlace,"Cambridge,_Massachusetts",,
2,Harvard_University,subOrganization,Center_for_Hellenic_Studies,Organization,None
3,Harvard_University,subOrganization,Fairbank_Center_for_Chinese_Studies,Organization,None
4,Harvard_University,subOrganization,Harvard_Law_School,Organization,None
5,Harvard_University,subOrganization,Harvard_Business_School,Organization,None
6,Harvard_University,subOrganization,Harvard_University_Press,Organization,None
7,Harvard_University,subOrganization,Harvard_Graduate_School_of_Design,Organization,None
8,Harvard_University,subOrganization,Harvard_Medical_School,Organization,None
9,Harvard_University,subOrganization,Dumbarton_Oaks,Organization,None
10,Harvard_University,subOrganization,Harvard_University_endowment,Organization,None
11,Harvard_University,addressCountry,United_States,,
12,Harvard_University,founder,Massachusetts_General_Court,,
13,Harvard_University,subOrganization,Harvard_Law_School,Organization,None
14,Harvard_University,subOrganization,Harvard_Museum_of_Natural_History,Organization,None
15,Harvard_University,subOrganization,Villa_I_Tatti,Organization,None
16,Harvard_University,subOrganization,Harvard_Art_Museums,Organization,None
